country,year,exec_mil,challenger_type,actor_type,opp_type,trial,deport,prison,execute,pres_commute
Ghana,1958,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Non-Defector,1,0,0,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1958,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1959,0,Outsiders,Opposition,Non-Defector,0,1,0,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1960,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,1
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,1
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,1
Ghana,1961,0,Insiders,Ruling Party,Ruling Party,0,0,1,0,1
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,1
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,1
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,1
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,1
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,0,0,0
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1961,0,Outsiders,Opposition,Defector,0,0,1,0,0
Ghana,1961,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1961,0,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1962,0,Outsiders,Opposition,Non-Defector,1,0,0,1,0
Ghana,1962,0,Outsiders,Opposition,Non-Defector,1,0,0,1,0
Ghana,1962,0,Outsiders,Opposition,Non-Defector,1,0,0,1,0
Ghana,1962,0,Outsiders,Opposition,Non-Defector,1,0,0,1,0
Ghana,1962,0,Outsiders,Opposition,Non-Defector,1,0,0,1,0
Ghana,1962,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1962,0,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1962,0,Insiders,Ruling Party,Ruling Party,1,0,0,0,0
Ghana,1962,0,Insiders,Ruling Party,Ruling Party,1,0,0,0,0
Ghana,1962,0,Insiders,Ruling Party,Ruling Party,1,0,0,0,0
Ghana,1962,0,Insiders,Ruling Party,Ruling Party,1,0,0,1,0
Ghana,1962,0,Insiders,Ruling Party,Ruling Party,1,0,0,1,0
Ghana,1962,0,Insiders,Ruling Party,Ruling Party,1,0,0,1,1
Ghana,1962,0,Insiders,Ruling Party,Ruling Party,1,0,0,1,1
Ghana,1962,0,Insiders,Ruling Party,Ruling Party,1,0,0,1,1
Ghana,1962,0,Insiders,Ruling Party,Ruling Party,1,0,0,1,1
Ghana,1962,0,Insiders,Ruling Party,Ruling Party,1,0,0,1,1
Ghana,1964,0,Insiders,Military,Military,1,0,0,1,0
Ghana,1964,0,Insiders,Military,Military,0,0,0,0,0
Ghana,1964,0,Insiders,Ruling Party,Ruling Party,0,0,0,0,0
Ghana,1964,0,Outsiders,Opposition,Non-Defector,0,0,0,0,0
Ghana,1964,0,Outsiders,Opposition,Non-Defector,0,0,0,0,0
Ghana,1965,0,Outsiders,Opposition,Non-Defector,0,1,0,0,0
Ghana,1965,0,Outsiders,Opposition,Non-Defector,0,1,0,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,1,0,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,1,0,0,0
Ghana,1966,1,Insiders,Military,Military,1,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Insiders,Military,Military,0,0,1,0,0
Ghana,1966,1,Insiders,Military,Military,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,1,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Insiders,Military,Military,0,0,1,0,0
Ghana,1966,1,Insiders,Military,Military,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
Ghana,1966,1,Outsiders,Opposition,Non-Defector,0,0,1,0,0
